id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
532	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	retrocorneal membrane	Sclerocornea is present, as well as a retrocorneal membrane and developmental iris anomalies (H&E stain, 100×).	FOETO:PF.ORL-MAL-028 | Sclérocornée | oeil_oreille | 0.8			NOUVEAU
533	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	developmental iris anomalies	Sclerocornea is present, as well as a retrocorneal membrane and developmental iris anomalies (H&E stain, 100×).	FOETO:PF.ORL-MAL-028 | Sclérocornée | oeil_oreille | 0.8			NOUVEAU
534	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	vessels within the corneal stroma	Higher magnification of the vessels within the corneal stroma (H&E stain, 200×).	FOETO:PF.ORL-NOR-026 | Stroma cornéen hypercellulaire | oeil_oreille | 0.6			NOUVEAU
535	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	iris/ciliary body	Rudimentary developed chamber angle and iris/ciliary body (H&E stain, 100×)				NON
536	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	lens attached and partly incorporated into the cornea	Anterior segment with the lens attached and partly incorporated into the cornea (H&E stain, 40×).	FOETO:PF.ORL-MAL-013 | Dysgenèse du segment antérieur | oeil_oreille | 0.47			NON
537	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	missing Descemet membrane	The PAS-positive lens capsule is clearly visible, in contrast to the missing Descemet membrane (PAS reaction, 40×).	FOETO:PF.ORL-NOR-016 | Membrane de Descemet primitive | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-015 | Défect de la membrane de Descemet | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-033 | Épaississement de la membrane de Descemet | oeil_oreille | 0.6	FOETO:PF.ORL-MAL-015
538	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	cataractous changes	Lens with cataractous changes (H&E stain, 100×).	FOETO:PF.MUL-MET-004 | Accumulation de galactitol dans le cristallin | multi_organe | 0.5	FOETO:PF.ORL-MAL-005 | Cataracte congénitale | oeil_oreille | 0.5		FOETO:PF.ORL-MAL-005
539	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	Wedl cells and globules	Higher magnification showing Wedl cells and globules, as well as retention of lens nuclei (H&E stain, 200×).				NOUVEAU
540	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	retention of lens nuclei	Higher magnification showing Wedl cells and globules, as well as retention of lens nuclei (H&E stain, 200×).				NOUVEAU
541	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	abnormally developed chamber angle	Abnormally developed chamber angle (H&E stain, 100×).				NOUVEAU
542	Q Microphthalmia–Linear Skin Defects Syndrome  (MIDAS Syndrome)		verdijk	ch04_syndromic_anomalies	eye	direct	retinal rosettes	In addition, retinal rosettes were present (not illustrated)				FOETO:PF.CER-MAL-083
1331	Q Multiple Endocrine Neoplasia, Type 2B  (Multiple Neuroma Syndrome)		genereviews	men2	thyroid gland	direct	nests of C cells extending beyond the basement membrane and infiltrating and destroying thyroid follicles	MTC is diagnosed histologically when nests of C cells appear to extend beyond the basement membrane and to infiltrate and destroy thyroid follicles.				NON
1332	Q Multiple Endocrine Neoplasia, Type 2B  (Multiple Neuroma Syndrome)		genereviews	men2	thyroid gland	direct	increased number of diffusely scattered or clustered C cells	CCH is diagnosed histologically by the presence of an increased number of diffusely scattered or clustered C cells.				NOUVEAU
300	Q Multiple Lentigines Syndrome (LEOPARD Syndrome)		keeling	ch33_skin	epidermis	contexte	increased numbers of melanocytes disposed singly along the base of the epidermis	Congenital lentigines have increased numbers of melanocytes disposed singly along the base of the epidermis				NOUVEAU
301	Q Multiple Lentigines Syndrome (LEOPARD Syndrome)		keeling	ch33_skin	epidermis	contexte	increased pigmentation of the basal epidermal cells	associated with increased pigmentation of the basal epidermal cells and elongation of the rete pegs				FOETO:PF.PEA-MAL-017
302	Q Multiple Lentigines Syndrome (LEOPARD Syndrome)		keeling	ch33_skin	epidermis	contexte	elongation of the rete pegs	associated with increased pigmentation of the basal epidermal cells and elongation of the rete pegs				NOUVEAU
738	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	patchy or diffuse leptomeningeal melanocytic infiltrate	Microscopic examination shows patchy or diffuse leptomeningeal melanocytic infiltrate involving subarachnoid space	FOETO:PF.CER-MAL-223 | Oblitération de l'espace sous-arachnoïdien | cerveau | 0.47			NOUVEAU
739	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	brain parenchyma	direct	melanocytic infiltrate extending into underlying parenchyma through Virchow-Robin spaces	involving subarachnoid space and extending into underlying parenchyma predominantly through Virchow-Robin spaces	FOETO:PF.CER-MET-047 | Espaces de Virchow-Robin élargis | cerveau | 0.68	FOETO:PF.CER-MAL-223 | Oblitération de l'espace sous-arachnoïdien | cerveau | 0.47		NOUVEAU
740	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	tumor cells showing various degrees of pleomorphism	The tumor cells show various degrees of pleomorphism, from mild to severe with readily identified mitoses.				NON
741	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	increased proliferative activity	Proliferative activity is typically increased.				NON
742	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	necrosis and hemorrhage	Necrosis and hemorrhage are frequent findings				NON
743	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	melanocytic infiltrate arranged in nests with scattered melanin pigmentation	Melanocytic infiltrate arranged in nests with scattered melanin pigmentation (H&E, 200x)				NOUVEAU
744	Q Neurocutaneous Melanosis Sequence		perineuro	s5_genetic_syndromes	leptomeninges	direct	atypical melanocytic proliferation in the leptomeninges	Atypical melanocytic proliferation in the leptomeninges and around Virchow-Robin spaces (H&E, 100x)	FOETO:PF.CER-MET-047 | Espaces de Virchow-Robin élargis | cerveau | 0.52			NOUVEAU
1495	Q Peutz-Jeghers Syndrome		genereviews	pjs	gastrointestinal tract	direct	distinctive interdigitating smooth muscle bundles in a characteristic arborizing (branching tree) appearance throughout the lamina propria	histopathologically characterized by distinctive interdigitating smooth muscle bundles in a characteristic arborizing (branching tree) appearance throughout the lamina propria				NOUVEAU
1496	Q Peutz-Jeghers Syndrome		genereviews	pjs	small bowel	direct	lobular architecture	Small-bowel polyps are typically pedunculated and demonstrate a lobular architecture	FOETO:PF.DIG-NOR-002 | Architecture lobulaire pancréatique | digestif | 0.6			NON
1497	Q Peutz-Jeghers Syndrome		genereviews	pjs	gastrointestinal tract	direct	overlying epithelium is typically nondysplastic	The overlying epithelium is typically nondysplastic, although dysplasia can occur				NON
1498	Q Peutz-Jeghers Syndrome		genereviews	pjs	large intestine	direct	desmin-positive smooth muscle fiber	Their lobular architecture and desmin-positive smooth muscle fiber favor the diagnosis of PJS	FOETO:PF.DIG-NOR-002 | Architecture lobulaire pancréatique | digestif | 0.47			NON
1499	Q Peutz-Jeghers Syndrome		genereviews	pjs	gastrointestinal tract	direct	pseudo invasion of misplaced crypts	Pseudo invasion of misplaced crypts is an innate property of the PJS hamartoma				NON
1500	Q Peutz-Jeghers Syndrome		genereviews	pjs	skin	direct	increased melanocytes are observed at the epidermal-dermal junction	Histologically, increased melanocytes are observed at the epidermal-dermal junction, with increased melanin in the basal cells	FOETO:PF.PEA-MAL-058 | Naevus mélanocytaire jonctionnel | peau | 0.6	FOETO:PF.PEA-MAL-003 | Absence de mélanocytes épidermiques et dermiques (piébaldisme/Waardenburg) | peau | 0.54	FOETO:PF.PEA-MAL-004 | Absence de pigment mélanique épidermique | peau | 0.47	NOUVEAU
1501	Q Peutz-Jeghers Syndrome		genereviews	pjs	skin	direct	increased melanin in the basal cells	Histologically, increased melanocytes are observed at the epidermal-dermal junction, with increased melanin in the basal cells	FOETO:PF.PEA-MAL-058 | Naevus mélanocytaire jonctionnel | peau | 0.47	FOETO:PF.PEA-MAL-004 | Absence de pigment mélanique épidermique | peau | 0.47	FOETO:PF.PEA-MAL-003 | Absence de mélanocytes épidermiques et dermiques (piébaldisme/Waardenburg) | peau | 0.42	FOETO:PF.PEA-MAL-017
68	Q Sturge-Weber Sequence	ORPHA:3205	perineuro	s5_genetic_syndromes	brain	direct	Mild to moderate neuronal loss	Mild to moderate neuronal loss and moderate to severe cortical and white matter gliosis can be seen.	FOETO:PF.CER-INF-021 | Gliose de la substance blanche | cerveau | 0.8	FOETO:PF.CER-MET-086 | Perte neuronale corticale | cerveau | 0.7	FOETO:PF.CER-CLA-059 | Gliose diffuse de la substance blanche | cerveau | 0.7	FOETO:PF.CER-MET-086
69	Q Sturge-Weber Sequence	ORPHA:3205	perineuro	s5_genetic_syndromes	brain	direct	Moderate to severe cortical and white matter gliosis	Mild to moderate neuronal loss and moderate to severe cortical and white matter gliosis can be seen.	FOETO:PF.CER-INF-021 | Gliose de la substance blanche | cerveau | 1.0	FOETO:PF.CER-CLA-059 | Gliose diffuse de la substance blanche | cerveau | 0.9	FOETO:PF.CER-MET-086 | Perte neuronale corticale | cerveau | 0.7	FOETO:PF.CER-INF-021
70	Q Sturge-Weber Sequence	ORPHA:3205	perineuro	s5_genetic_syndromes	brain	direct	Proliferation of endothelium	The proliferation of endothelium and increased apoptosis may also be found [6].				NOUVEAU
71	Q Sturge-Weber Sequence	ORPHA:3205	perineuro	s5_genetic_syndromes	brain	direct	Increased apoptosis	The proliferation of endothelium and increased apoptosis may also be found [6].				NOUVEAU
62	Q Sturge-Weber Sequence	ORPHA:3205	soffoet	ch12_peau	derme	direct	prolifération vasculaire mature faite de capillaires bien différenciés, en nombre accrus dans le derme	la MO montre une prolifération vasculaire mature faites de capillaires bien différenciés, en nombre accrus dans le derme	FOETO:PF.MUL-MET-242 | Prolifération capillaire cérébrale | multi_organe | 0.6			NOUVEAU
63	Q Sturge-Weber Sequence	ORPHA:3205	soffoet	ch12_peau	derme	direct	vascularisation anormale du derme superficiel	pour conséquence une vascularisation anormale du derme superficiel, de la choroïde, de la pie-mère				NOUVEAU
64	Q Sturge-Weber Sequence	ORPHA:3205	verdijk	ch05_sporadic_anomalies	anterior segment	direct	secondary angle closure due to Sturge-Weber syndrome–associated hemangioma	Anterior segment with secondary angle closure due to Sturge-Weber syndrome–associated hemangioma	FOETO:PF.MUL-MET-118 | Dépôts de Gb3 (globotriaosylcéramide) dans les cellules endothéliales et viscérales | multi_organe | 0.5	FOETO:PF.PEA-MAL-030 | Décollement bulleux sous-épidermique | peau | 0.5	FOETO:PF.COE-TUM-016 | Hémangiome cardiaque régressé | coeur | 0.5	NON
65	Q Sturge-Weber Sequence	ORPHA:3205	verdijk	ch05_sporadic_anomalies	choroid	direct	diffuse choroidal hemangioma	Diffuse choroidal hemangioma	FOETO:PF.MUL-MET-118 | Dépôts de Gb3 (globotriaosylcéramide) dans les cellules endothéliales et viscérales | multi_organe | 0.5	FOETO:PF.MUL-MET-151 | Hémangiomes multiples cutanés | multi_organe | 0.5	FOETO:PF.MUL-MET-018 | Angiokeratome cutané (surcharge lysosomale) | multi_organe | 0.5	NOUVEAU
66	Q Sturge-Weber Sequence	ORPHA:3205	verdijk	ch05_sporadic_anomalies	choroid	direct	diffuse choroidal hemangioma in a phthisical eye	Another case of a diffuse choroidal hemangioma in a phthisical eye of an adult patient with Sturge-Weber syndrome	FOETO:PF.MUL-MET-118 | Dépôts de Gb3 (globotriaosylcéramide) dans les cellules endothéliales et viscérales | multi_organe | 0.5	FOETO:PF.MUL-MET-151 | Hémangiomes multiples cutanés | multi_organe | 0.5	FOETO:PF.MUL-MET-018 | Angiokeratome cutané (surcharge lysosomale) | multi_organe | 0.5	NOUVEAU
67	Q Sturge-Weber Sequence	ORPHA:3205	verdijk	ch05_sporadic_anomalies	choroid	direct	vascular channels of different sizes	ERG immunostaining (endothelial nuclei stain positive) highlights vascular channels of different sizes				NON
1135	Q Tuberous Sclerosis Syndrome		ashworth	ch09_coronary_arteries	arteries	contexte	histopathological changes very similar, if not identical, to fibromuscular dysplasia	Histopathological changes very similar, if not identical, to fibromuscular dysplasia have been described in other diseases such as tuberous sclerosis	FOETO:PF.COE-MAL-036 | Dysplasie fibromusculaire coronaire | coeur | 0.6			NOUVEAU
1136	Q Tuberous Sclerosis Syndrome		ashworth	ch12_fetal_cv_disease	myocardium	direct	large cells with clear cytoplasm with variable amount of interstitial fibrosis	Histologically, they are composed of large cells with clear cytoplasm with variable amount of interstitial fibrosis.	FOETO:PF.COE-DYS-009 | Fibrose interstitielle myocardique | coeur | 0.6			NOUVEAU
1137	Q Tuberous Sclerosis Syndrome		ashworth	ch13_tumours	heart	direct	large cells with clear cytoplasm	Histologically, the tumour is composed of large cells with clear cytoplasm.				NOUVEAU
1138	Q Tuberous Sclerosis Syndrome		ashworth	ch13_tumours	heart	direct	nucleus connected by strands of cytoplasm to the cell membrane	The nucleus is connected by strands of cytoplasm to the cell membrane, giving rise to so-called spider cells				NOUVEAU
1141	Q Tuberous Sclerosis Syndrome		ashworth	ch13_tumours	heart	contexte	focal staining of the cytoplasm for HMB45	There is focal staining of the cytoplasm for HMB45 [12].				NON
1143	Q Tuberous Sclerosis Syndrome		devneuro	ch09_heterotopia	brain	contexte	nodular calcification	the lack of nodular calcification in periventricular heterotopia distinguishes it from tuberous sclerosis	FOETO:PF.CER-MET-058 | Hétérotopie périventriculaire | cerveau | 0.8	FOETO:PF.CER-MAL-001 | Absence de calcification des nodules périventriculaires | cerveau | 0.7	FOETO:PF.CER-MAL-171 | Hétérotopie nodulaire périventriculaire | cerveau | 0.7	NON
1118	Q Tuberous Sclerosis Syndrome		keeling	ch13_hydrops	heart	direct	rhabdomyoma	Tumors may also be found, such as rhabdomyoma (Fig. 13.9). In such cases, other features of tuberous sclerosis should be sought.				NOUVEAU
1119	Q Tuberous Sclerosis Syndrome		keeling	ch20_cardiovascular	heart	contexte	large cells with clear cytoplasm	Histologically, the tumor is composed of large cells with clear cytoplasm.				NOUVEAU
1120	Q Tuberous Sclerosis Syndrome		keeling	ch20_cardiovascular	heart	contexte	nucleus connected by strands of cytoplasm to the cell membrane	The nucleus is connected by strands of cytoplasm to the cell membrane, giving rise to so-called spider cells.				NOUVEAU
1121	Q Tuberous Sclerosis Syndrome		keeling	ch20_cardiovascular	heart	contexte	spider cells	The nucleus is connected by strands of cytoplasm to the cell membrane, giving rise to so-called spider cells.				NOUVEAU
1122	Q Tuberous Sclerosis Syndrome		keeling	ch20_cardiovascular	heart	contexte	variable amount of fibrous tissue dividing the tumor into lobules	There is a variable amount of fibrous tissue dividing the tumor into lobules and there may be small foci of calcification.				NON
1123	Q Tuberous Sclerosis Syndrome		keeling	ch20_cardiovascular	heart	contexte	small foci of calcification	There is a variable amount of fibrous tissue dividing the tumor into lobules and there may be small foci of calcification.				NON
1124	Q Tuberous Sclerosis Syndrome		keeling	ch24_urinary	kidney	direct	cystic collecting tubules surrounded by fibrotic rings of interstitial tissue	Note cystic collecting tubules surrounded by fibrotic rings of interstitial tissue and numerous glomerular cysts	FOETO:PF.REN-MAL-034 | Kystes glomérulaires | rein | 0.8			NOUVEAU
1125	Q Tuberous Sclerosis Syndrome		keeling	ch24_urinary	kidney	direct	numerous glomerular cysts	Note cystic collecting tubules surrounded by fibrotic rings of interstitial tissue and numerous glomerular cysts	FOETO:PF.REN-MAL-034 | Kystes glomérulaires | rein | 1.0			FOETO:PF.REN-MAL-034
1126	Q Tuberous Sclerosis Syndrome		keeling	ch24_urinary	kidney	direct	cells lining the cysts are large, eosinophilic, with sometimes a multistratified appearance	The cells lining the cysts are large, eosinophilic, with sometimes a multistratified appearance				NOUVEAU
1127	Q Tuberous Sclerosis Syndrome		keeling	ch28_brain_malformations	brain	direct	cortical tubers made up of balloon cells and large dysmorphic neurons	cortical tubers, a few millimeters to several centimeters long, made up of “balloon cells” and large dysmorphic neurons	FOETO:PF.CER-MAL-210 | Neurones dysmorphiques | cerveau | 1.0	FOETO:PF.CER-MAL-046 | Cellules ballonnisées | cerveau | 1.0	FOETO:PF.CER-MAL-275 | Tuber cortical | cerveau | 1.0	FOETO:PF.CER-MAL-275
1128	Q Tuberous Sclerosis Syndrome		keeling	ch28_brain_malformations	brain	direct	fibrillary gliosis forming sheaf-like bundles in the subpial zone	present as a fibrillary gliosis forming sheaf-like bundles in the subpial zone	FOETO:PF.CER-MET-054 | Gliose fibrillaire cérébelleuse | cerveau | 0.6			NOUVEAU
1129	Q Tuberous Sclerosis Syndrome		keeling	ch28_brain_malformations	brain	direct	subcortical lesions made up of balloon cells frequently associated with microglial activation	subcortical lesions, which may be extensive, made up of “balloon cells” frequently associated with microglial activation	FOETO:PF.CER-CLA-003 | Activation microgliale | cerveau | 1.0	FOETO:PF.CER-MAL-046 | Cellules ballonnisées | cerveau | 1.0	FOETO:PF.CER-MET-074 | Microglie activée diffuse | cerveau | 0.9	FOETO:PF.CER-MAL-046
1146	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Disorganized neocortex with collections of abnormal, misoriented neuroglial cells admixed with gemistocyte-like balloon cells and with extensive calcifications	Histologically, tubers may present on conventional stains as disorganized neocortex with collections of abnormal, misoriented neuroglial cells admixed with gemistocyte-like balloon cells and with extensive calcifications	FOETO:PP.PAR-MET-004 | Calcifications | parenchyme | 1.0	FOETO:PF.CER-MAL-046 | Cellules ballonnisées | cerveau | 1.0		NON
1147	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Dysmorphic cells forming clusters scattered in the deep white matter	Dysmorphic cells may form clusters scattered in the deep white matter of the macroscopically normal cortex.	FOETO:PF.CER-MAL-248 | Réduction de la substance blanche | cerveau | 0.6	FOETO:PF.CER-MET-014 | Cavitation de la substance blanche | cerveau | 0.6	FOETO:PF.CER-INF-021 | Gliose de la substance blanche | cerveau | 0.6	NOUVEAU
1148	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Neurofibrillary changes, granulovacuolar bodies, and argentophilic globules	Neurofibrillary changes, granulovacuolar bodies, and argentophilic globules have also been observed in TSC				NON
1150	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Dysmorphic, enlarged neurons with associated cytoskeletal abnormalities and abnormal perikaryon accumulation of neurofilament	Tubers also contain dysmorphic, enlarged neurons with associated cytoskeletal abnormalities, filamentous accumulations highlighted by Nissl stain	FOETO:PF.CER-MAL-210 | Neurones dysmorphiques | cerveau | 0.9	FOETO:PF.MUL-MET-281 | Surcharge lysosomale des chondrocytes | multi_organe | 0.5	FOETO:PF.MUL-MET-079 | Densification osseuse généralisée (pycnodysostose) | multi_organe | 0.5	FOETO:PF.CER-MAL-210
1151	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Scattered clusters of neuroblasts beneath a layer of ependyma	In neonates, SEN may contain scattered clusters of neuroblasts beneath a layer of ependyma	FOETO:PF.CER-NOR-096 | Épendyme | cerveau | 0.6			NON
1152	Q Tuberous Sclerosis Syndrome		perineuro	s5_genetic_syndromes	brain	direct	Mixture of elongated or swollen glial cells and their processes, multinucleated or giant cells and often calcifications	whereas in older patients, there is a mixture of elongated or swollen glial cells and their processes, multinucleated or giant cells and often calcifications.	FOETO:PP.PAR-MET-004 | Calcifications | parenchyme | 1.0	FOETO:PF.CER-INF-010 | Cellule géante multinucléée | cerveau | 0.9	FOETO:PF.CER-INF-012 | Cellules géantes multinucléées cérébrales | cerveau | 0.6	FOETO:PF.CER-INF-010
1132	Q Tuberous Sclerosis Syndrome		soffoet	ch11_cerveau	white matter	direct	tuberous sclerosis complex	White matter abnormalities in tuberous sclerosis complex	FOETO:PF.MUL-MET-030 | Anomalies de la substance blanche cérébrale | multi_organe | 0.52	FOETO:PF.CER-MAL-248 | Réduction de la substance blanche | cerveau | 0.47	FOETO:PF.CER-MET-014 | Cavitation de la substance blanche | cerveau | 0.47	NON
1133	Q Tuberous Sclerosis Syndrome		soffoet	ch11_cerveau	lung	direct	lymphangiomyomatosis	Lymphangioleiomyomatosis: pulmonary and abdominal findings with pathologic correlation	FOETO:PF.POU-MAL-025 | Lymphangiectasie pulmonaire | poumon | 0.7			NOUVEAU
1310	R Cranioectodermal Dysplasia (Sensenbrenner Syndrome)	ORPHA:1515	genereviews	ce-dysp	kidney	direct	Interstitial fibrosis with focal inflammatory cell infiltrates, tubular atrophy, glomerulosclerosis, and occasional cysts	Renal biopsy shows interstitial fibrosis with focal inflammatory cell infiltrates, tubular atrophy, glomerulosclerosis, and occasional cysts	FOETO:PF.REN-MAL-034 | Kystes glomérulaires | rein | 0.9	FOETO:PF.REN-DYS-001 | Dysgenèse tubulaire rénale | rein | 0.47	FOETO:PF.MUL-MET-183 | Kyste rénal cortical | multi_organe | 0.47	NOUVEAU
1311	R Cranioectodermal Dysplasia (Sensenbrenner Syndrome)	ORPHA:1515	genereviews	ce-dysp	liver	direct	Bile duct proliferation	Liver cirrhosis, severe cholestasis with bile duct proliferation, and acute cholangitis have been described in infants	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6			NOUVEAU
768	S Fetal Alcohol Syndrome	ORPHA:1915	devneuro	ch04_microcephaly	brain	direct	neuronal heterotopia	including midline anomalies (agenesis of the corpus callosum, holoprosencephaly), neural tube closure defects and neuronal heterotopia.	FOETO:PF.MUL-MET-163 | Hétérotopie neuronale | multi_organe | 1.0	FOETO:PF.MUL-MAL-026 | Hétérotopies neuronales | multi_organe | 0.9	FOETO:PF.CER-RET-002 | Agénèse du corps calleux | cerveau | 0.7	FOETO:PF.MUL-MET-163
761	S Fetal Alcohol Syndrome	ORPHA:1915	keeling	ch30_brain_acquired	brain	direct	laminar disorganisation	Neuronal migration disorders including laminar disorganisation and leptomeningeal heterotopias have bene described	FOETO:PF.MUL-MET-163 | Hétérotopie neuronale | multi_organe | 0.7	FOETO:PF.MUL-MAL-026 | Hétérotopies neuronales | multi_organe | 0.7	FOETO:PF.CER-MAL-100 | Désorganisation laminaire corticale | cerveau | 0.6	FOETO:PF.CER-MAL-100
762	S Fetal Alcohol Syndrome	ORPHA:1915	keeling	ch30_brain_acquired	brain	direct	leptomeningeal heterotopias	Neuronal migration disorders including laminar disorganisation and leptomeningeal heterotopias have bene described	FOETO:PF.MUL-MET-163 | Hétérotopie neuronale | multi_organe | 0.7	FOETO:PF.MUL-MAL-026 | Hétérotopies neuronales | multi_organe | 0.7	FOETO:PF.CER-MAL-271 | Tissu neuroglial hétérotopique leptoméningé | cerveau | 0.6	FOETO:PF.CER-MAL-271
763	S Fetal Alcohol Syndrome	ORPHA:1915	keeling	ch30_brain_acquired	corpus callosum	direct	thinning of the corpus callosum	along with thinning of the corpus callosum and cerebellar hypoplasia [133, 134]	FOETO:PF.CER-CLA-010 | Amincissement du corps calleux | cerveau | 0.9	FOETO:PF.CER-MAL-142 | Hypoplasie cérébelleuse | cerveau | 0.8	FOETO:PF.CER-MAL-150 | Hypoplasie du corps calleux | cerveau | 0.7	FOETO:PF.CER-CLA-010
764	S Fetal Alcohol Syndrome	ORPHA:1915	keeling	ch30_brain_acquired	cerebellum	direct	cerebellar hypoplasia	along with thinning of the corpus callosum and cerebellar hypoplasia [133, 134]	FOETO:PF.CER-MAL-142 | Hypoplasie cérébelleuse | cerveau | 1.0	FOETO:PF.CER-MAL-150 | Hypoplasie du corps calleux | cerveau | 0.7	FOETO:PF.CER-CLA-010 | Amincissement du corps calleux | cerveau | 0.7	FOETO:PF.CER-MAL-142
815	S Fetal Varicella Syndrome		perineuro	s9_infections	neural tissue	direct	disruption of neural development	Fetal varicella syndrome: disruption of neural development and persistent inflammation of				NON
816	S Fetal Varicella Syndrome		perineuro	s9_infections	non-neural tissues	direct	persistent inflammation of non-neural tissues	Fetal varicella syndrome: disruption of neural development and persistent inflammation of non-neural tissues.				NON
817	S Fetal Varicella Syndrome		perineuro	s9_infections	brain	contexte	necrotizing encephalitis	Congenital varicella-zoster. A serologically proven case with necrotizing encephalitis and malformation.	FOETO:PF.CER-INF-020 | Encéphalite nécrosante | cerveau | 1.0	FOETO:PF.CER-MAL-104 | Encéphalite nécrosante congénitale | cerveau | 0.7		FOETO:PF.CER-INF-020
818	S Fetal Varicella Syndrome		perineuro	s9_infections	spinal cord	direct	scarring of the spinal cord	Congenital varicella syndrome diagnosed by polymerase chain reaction–scarring of the spinal cord, not the skin.				NOUVEAU
1040	T Alagille Syndrome (Arteriohepatic Dysplasia)		ashworth	ch12_fetal_cv_disease	liver	direct	paucity of intrahepatic bile ducts	neonatal cholestasis (because of paucity of intrahepatic bile ducts)	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 1.0	FOETO:PF.MUL-MET-070 | Cholestase néonatale | multi_organe | 0.8	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6	FOETO:PF.FOI-DYS-001
1425	T Alagille Syndrome (Arteriohepatic Dysplasia)		genereviews	alagille	liver	direct	bile duct paucity	The histologic finding of bile duct paucity (an increased portal tract-to-bile duct ratio) on liver biopsy.	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 0.68	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6	FOETO:PP.PAR-NOR-003 | Autre (histo) | parenchyme | 0.47	FOETO:PF.FOI-DYS-001
1426	T Alagille Syndrome (Arteriohepatic Dysplasia)		genereviews	alagille	liver	direct	paucity of the intrahepatic bile ducts	Liver biopsy typically shows paucity of the intrahepatic bile ducts, which may be progressive.	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 0.9	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6		FOETO:PF.FOI-DYS-001
1034	T Alagille Syndrome (Arteriohepatic Dysplasia)		keeling	ch23_liver_gallbladder	liver	direct	Paucity of intrahepatic bile ducts	The portal tracts lack an appropriately sized bile duct i.e. a duct of similar caliber to, and in close proximity to, the hepatic artery branch.	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 1.0	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6	FOETO:PF.FOI-NOR-008 | Myélopoïèse portale hépatique | foie | 0.47	FOETO:PF.FOI-DYS-001
1035	T Alagille Syndrome (Arteriohepatic Dysplasia)		keeling	ch23_liver_gallbladder	liver	direct	Marginal ductular transformation	In biopsies from early Alagille syndrome, there can be marginal ductular transformation complicating the differential diagnosis with BA				NOUVEAU
